kingdom,phylum,class,order,family,genus,subgenus,species,subspecies,authority,canonical,dwc:scientificName
Animalia,Mollusca,Gastropoda,Seguenziida,Chilodontaidae,Herpetopoma,,helix,,"(Barnard, 1964)",Herpetopoma  helix ,"Herpetopoma helix (Barnard, 1964)"
Animalia,Mollusca,Gastropoda,Seguenziida,Chilodontaidae,Herpetopoma,,instrictum,,"(Gould, 1849)",Herpetopoma  instrictum ,"Herpetopoma instrictum (Gould, 1849)"
,,,,,Hersperiidae,,malgacha,malgacha,"(Boisduval, 1833a)",Hersperiidae malgacha malgacha,"Hersperiidae Metisella  malgacha malgacha (Boisduval, 1833a)"
Plantae,Rhodophyta,Florideophyceae,Corallinales,Sporolithaceae,Heydrichia,,cerasina,,"Maneveldt & E.Van der Merwe, 2012",Heydrichia  cerasina ,"Heydrichia cerasina Maneveldt & E.Van der Merwe, 2012"
Plantae,Rhodophyta,Florideophyceae,Corallinales,Sporolithaceae,Heydrichia,,groeneri,,"Keats & Y.M.Chamberlain, 1995",Heydrichia  groeneri ,"Heydrichia groeneri Keats & Y.M.Chamberlain, 1995"
Plantae,Rhodophyta,Florideophyceae,Corallinales,Sporolithaceae,Heydrichia,,woelkerlingii,,"R.A.Townsend, Y.M.Chamberlain & Keats, 1994",Heydrichia  woelkerlingii ,"Heydrichia woelkerlingii R.A.Townsend, Y.M.Chamberlain & Keats, 1994"
Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,,amphibious,,"Linnaeus, 1758",Hippopotamus  amphibious ,"Hippopotamus amphibious Linnaeus, 1758"
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Hydrictis,,maculicollis,,"(Lichtenstein, 1835)",Hydrictis  maculicollis ,"Hydrictis maculicollis (Lichtenstein, 1835)"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Hydrozetidae,Hydrozetes,,sphagnicolus,,"Ermilov, Hugo-Coetzee & Theron, 2017",Hydrozetes  sphagnicolus ,"Hydrozetes sphagnicolus Ermilov, Hugo-Coetzee & Theron, 2017"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Hypsosinga,,pygmaea,,"(Sundevall, 1831)",Hypsosinga  pygmaea ,"Hypsosinga pygmaea (Sundevall, 1831)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Iolaus,Epamera,aphnaeoides,,"Trimen, 1873",Iolaus (Epamera) aphnaeoides ,"Iolaus (Epamera) aphnaeoides Trimen, 1873"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Iolaus,,trimeni,,"Wallengren, 1875",Iolaus  trimeni ,"Iolaus trimeni Wallengren, 1875"
Animalia,Arthropoda,Insecta,Grylloblattodea,Chaulioditidae,Iphikozulu,,kwayayaensis,,"Aristov & Mostovski, 2009",Iphikozulu  kwayayaensis ,"Iphikozulu kwayayaensis Aristov & Mostovski, 2009"
Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,,"Isididae Isididae Lamouroux, 1812"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Isoxya,,mossamedensis,,"Benoit, 1962",Isoxya  mossamedensis ,"Isoxya mossamedensis Benoit, 1962"
Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Istiompax,,indica,,"Cuvier, 1932",Istiompax  indica ,"Istiompax indica Cuvier, 1932"
Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Istiophorus,,platypterus,,"Shaw, 1792",Istiophorus  platypterus ,"Istiophorus platypterus Shaw, 1792"
Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Johnius,,dorsalis,,"Peters, 1855",Johnius  dorsalis ,"Johnius dorsalis Peters, 1855"
Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Kajikia,,audax,,"Philippi, 1887",Kajikia  audax ,"Kajikia audax Philippi, 1887"
,,,,,Karliella,,sexpunctata,,(Karl 1935),Karliella sexpunctata ,Karliella sexpunctata (Karl 1935)
Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Katsuwonus,,pelamis,,"Linnaeus, 1758",Katsuwonus  pelamis ,"Katsuwonus pelamis Linnaeus, 1758"
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Kedestes,,chaka,,"(Trimen, 1873)",Kedestes  chaka ,"Kedestes chaka (Trimen, 1873)"
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Kedestes,,sarahae,,"Henning G.A. & Henning S.F., 1998",Kedestes  sarahae ,"Kedestes sarahae Henning G.A. & Henning S.F., 1998"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Kokoppia,,mandelai,,"Hugo-Coetzee, 2014",Kokoppia  mandelai ,"Kokoppia mandelai Hugo-Coetzee, 2014"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Kokoppia,,murvanidzeae,,"Hugo-Coetzee, 2017",Kokoppia  murvanidzeae ,"Kokoppia murvanidzeae Hugo-Coetzee, 2017"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Kroyeriidae,Kroyeria,,carchariaeglauci,,"Hesse, 1879",Kroyeria  carchariaeglauci ,"Kroyeria carchariaeglauci Hesse, 1879"
Animalia,Myxozoa,Myxosporea,Multivalvulida,Kudoidae,Kudoa,,paniformis,,"Kabata & Whitaker, 1981",Kudoa  paniformis ,"Kudoa paniformis Kabata & Whitaker, 1981"
Animalia,Myxozoa,Myxosporea,Multivalvulida,Kudoidae,Kudoa,,thyrsites,,"Gilchrist, 1924",Kudoa  thyrsites ,"Kudoa thyrsites Gilchrist, 1924"
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,,seeberi,,"Gilchrist & Thompson, 1911",Labeo  seeberi ,"Labeo seeberi Gilchrist & Thompson, 1911"
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,,umbratus,,"(Smith, 1841)",Labeo  umbratus ,"Labeo umbratus (Smith, 1841)"
,,,,,Laccocoris,,limicola,,"(Stål, 1855)",Laccocoris limicola ,"Laccocoris limicola (Stål, 1855)"
,,,,,Laccocoris,,spurcus,,Stål 1865,Laccocoris spurcus ,Laccocoris spurcus Stål 1865
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,,cruciger,,"(Quoy and Gaimard, 1824)",Lagenorhynchus  cruciger ,"Lagenorhynchus cruciger (Quoy and Gaimard, 1824)"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Lanceoppia,,scytheae,,"Hugo-Coetzee, 2014",Lanceoppia  scytheae ,"Lanceoppia scytheae Hugo-Coetzee, 2014"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Langelurillus,,krugeri,,"Wesolowska & Haddad, 2013",Langelurillus  krugeri ,"Langelurillus krugeri Wesolowska & Haddad, 2013"
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,,victoriae,,"Thomas, 1893",Lepus  victoriae ,"Lepus victoriae Thomas, 1893"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Lernaeopoda,,galei,,"Kroyer, 1837",Lernaeopoda  galei ,"Lernaeopoda galei Kroyer, 1837"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernanthropidae,Lernanthropodes,,natalensis,,"Kensley & Grindley, 1973",Lernanthropodes  natalensis ,"Lernanthropodes natalensis Kensley & Grindley, 1973"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernanthropidae,Lernanthropus,,capistroides,,"Olivier & van Niekerk, 1995",Lernanthropus  capistroides ,"Lernanthropus capistroides Olivier & van Niekerk, 1995"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernanthropidae,Lernanthropus,,corniger,,"Yamaguti, 1954",Lernanthropus  corniger ,"Lernanthropus corniger Yamaguti, 1954"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernanthropidae,Lernanthropus,,ecclesi,,"Kensley & Grindley, 1973",Lernanthropus  ecclesi ,"Lernanthropus ecclesi Kensley & Grindley, 1973"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernanthropidae,Lernanthropus,,paradoxus,,"Von Nordmann, 1832",Lernanthropus  paradoxus ,"Lernanthropus paradoxus Von Nordmann, 1832"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernanthropidae,Lernanthropus,,sarbae,,"Kensley & Grindley, 1973",Lernanthropus  sarbae ,"Lernanthropus sarbae Kensley & Grindley, 1973"
Animalia,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,,crocineus,,"Smith, 1959",Lethrinus  crocineus ,"Lethrinus crocineus Smith, 1959"
Animalia,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,,nebulosus,,"Forsskål, 1775",Lethrinus  nebulosus ,"Lethrinus nebulosus Forsskål, 1775"
Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Lichia,,amia,,"Linnaeus, 1758",Lichia  amia ,"Lichia amia Linnaeus, 1758"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Licnodamaeidae,Licnodamaeolus,,asetosus,,"Ermilov & Hugo-Coetzee, 2012",Licnodamaeolus  asetosus ,"Licnodamaeolus asetosus Ermilov  & Hugo-Coetzee, 2012"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Licnodamaeidae,Licnodamaeolus,,erfenisdamensis,,"Ermilov & Hugo-Coetzee, 2012",Licnodamaeolus  erfenisdamensis ,"Licnodamaeolus erfenisdamensis Ermilov  & Hugo-Coetzee, 2012"
Plantae,Rhodophyta,Not assigned,Cryptonemiales,Corallinaceae,Lithophyllum,,acrocamptum,,"Heydrich, 1902",Lithophyllum  acrocamptum ,"Lithophyllum acrocamptum Heydrich, 1902"
Plantae,Rhodophyta,Not assigned,Cryptonemiales,Corallinaceae,Lithophyllum,,neoatalayense,,"Masaki, 1968",Lithophyllum  neoatalayense ,"Lithophyllum neoatalayense Masaki, 1968"
Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,,crispatum,,"Hauck, 1878",Lithothamnion  crispatum ,"Lithothamnion crispatum Hauck, 1878"
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Liza,,richardsonii,,"Smith, 1846",Liza  richardsonii ,"Liza richardsonii Smith, 1846"
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Liza,,tricuspidens,,1935,Liza  tricuspidens ,Liza tricuspidens 1935
Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Lophozozymus,,incisus,,"H. Milne Edwards, 1834",Lophozozymus  incisus ,"Lophozozymus incisus H. Milne Edwards, 1834"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,,castaneus,,"(Savigny, 1826)",Lumbricus  castaneus ,"Lumbricus castaneus (Savigny, 1826)"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,,rubellus,,"Hoffmeister, 1843",Lumbricus  rubellus ,"Lumbricus rubellus Hoffmeister, 1843"
Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,argentimaculatus,,"Forsskål, 1775",Lutjanus  argentimaculatus ,"Lutjanus argentimaculatus Forsskål, 1775"
Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,rivulatus,,"Cuvier, (1828)",Lutjanus  rivulatus ,"Lutjanus rivulatus Cuvier, (1828)"
Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,sanguineus,,"Cuvier, 1828",Lutjanus  sanguineus ,"Lutjanus sanguineus Cuvier, 1828"
Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,sebae,,"Cuvier, 1816",Lutjanus  sebae ,"Lutjanus sebae Cuvier, 1816"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,,,,,,"Lycaenidae Chrysoritis (Dickson, 1970a)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,,,,,,"Lycaenidae Lepidochrysops (Swanepoel, 1948)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,,molomo,krooni,"Tite & Dickson, 1973",,"Lycaenidae molomo krooni Tite & Dickson, 1973"
,,,,,Mackiella,,reclinata,,"Chetverikov and Craemer, 2014",Mackiella reclinata ,"Mackiella reclinata Chetverikov and Craemer, 2014"
,,,,,Macrocoris,,flavicollis,,"Signoret, 1861",Macrocoris flavicollis ,"Macrocoris flavicollis Signoret, 1861"
Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Maculabatis,,gerrardi,,"Gray, 1851",Maculabatis  gerrardi ,"Maculabatis gerrardi Gray, 1851"
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,,gigas,,"Thunberg, 1793",Magallana  gigas ,"Magallana gigas Thunberg, 1793"
Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Makaira,,nigricans,,"Lacepède, 1802",Makaira  nigricans ,"Makaira nigricans Lacepède, 1802"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Massagris,,contortuplicata,,"Wesolowska & Haddad, 2013",Massagris  contortuplicata ,"Massagris contortuplicata Wesolowska & Haddad, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,,semierma,,Vachal 1903,Megachile  semierma ,Megachile semierma Vachal 1903
Animalia,Chordata,Actinopterygii,Elopiformes,Megalopidae,Megalops,,cyprinoides,,"(Broussonet, 1782)",Megalops  cyprinoides ,"Megalops cyprinoides (Broussonet, 1782)"
Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Megalorhipida,,umbra,,"Gielis, 2011",Megalorhipida  umbra ,"Megalorhipida umbra Gielis, 2011"
Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Megalorhipida,,vivax,,"(Meyrick, 1909)",Megalorhipida  vivax ,"Megalorhipida vivax (Meyrick, 1909)"
Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Melobesia,,membranacea,,"(Esper) J.V.Lamouroux, 1812",Melobesia  membranacea ,"Melobesia membranacea (Esper) J.V.Lamouroux, 1812"
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,,capensis,,"Castelnau, 1861",Merluccius  capensis ,"Merluccius capensis Castelnau,  1861"
Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,,paradoxus,,"Franca, 1960",Merluccius  paradoxus ,"Merluccius paradoxus Franca, 1960"
Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Merrifieldia,,innae,,"Kovtunovich & Ustjuzhanin, 2011",Merrifieldia  innae ,"Merrifieldia innae Kovtunovich & Ustjuzhanin, 2011"
Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Mesophyllum,,engelhartii,,"(Foslie) W.H.Adey, 1970",Mesophyllum  engelhartii ,"Mesophyllum engelhartii (Foslie) W.H.Adey, 1970"
Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Messapus,,natalis,,"(Pocock, 1898)",Messapus  natalis ,"Messapus natalis (Pocock, 1898)"
,,,,,Metaphire,,californica,,"(Kinberg, 1867)",Metaphire californica ,"Metaphire californica (Kinberg, 1867)"
,,,,,Metaphire,,quadragenaria,,"(Perrier, 1872)",Metaphire quadragenaria ,"Metaphire quadragenaria (Perrier, 1872)"
Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,,dianthus,,"Ellis, 1768",Metridium  dianthus ,"Metridium dianthus Ellis, 1768"
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Microcarbo,Phalacrocorax,coronatus,,"(Wahlberg, 1855)",Microcarbo (Phalacrocorax) coronatus ,"Microcarbo (Phalacrocorax) coronatus (Wahlberg, 1855)"
,,,,,Micropygmephorus,,heterotrichus,,"Khaustov, Hugo-Coetzee & Ermilov, 2017",Micropygmephorus heterotrichus ,"Micropygmephorus heterotrichus Khaustov, Hugo-Coetzee & Ermilov, 2017"
,,,,,Micropygmephorus,,pusillus,,"Khaustov, Hugo-Coetzee & Ermilov 2017",Micropygmephorus pusillus ,"Micropygmephorus pusillus Khaustov, Hugo-Coetzee & Ermilov 2017"
Animalia,Arthropoda,Insecta,Lepidoptera,Alucitidae,Microschismus,,reginus,,"Ustjuzhanin & Kovtunovich, 2011",Microschismus  reginus ,"Microschismus reginus Ustjuzhanin & Kovtunovich, 2011"
Animalia,Arthropoda,Insecta,Lepidoptera,Alucitidae,Microschismus,,sterkfonteini,,"Ustjuzhanin & Kovtunovich, 2011",Microschismus  sterkfonteini ,"Microschismus sterkfonteini Ustjuzhanin & Kovtunovich, 2011"
Animalia,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Microscolex,,dubius,,"(Fletcher, 1887)",Microscolex  dubius ,"Microscolex dubius (Fletcher, 1887)"
Animalia,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Microscolex,,phosphoreus,,"(Dugès, 1837)",Microscolex  phosphoreus ,"Microscolex phosphoreus (Dugès, 1837)"
Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Moraniella,,bella,,"Burckhardt & Kotrba, 2009",Moraniella  bella ,"Moraniella bella Burckhardt & Kotrba, 2009"
Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Mothocya,,affinis,,"Hadfield, Bruce & Smit, 2015",Mothocya  affinis ,"Mothocya affinis Hadfield, Bruce & Smit, 2015"
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,,cephalus,,"Linnaeus, 1758",Mugil  cephalus ,"Mugil cephalus Linnaeus, 1758"
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Musca,,hugonis,,"Pont, 1980",Musca  hugonis ,"Musca hugonis Pont, 1980"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Myomyscus,,verreauxii,,"(Smith, 1834)",Myomyscus  verreauxii ,"Myomyscus verreauxii (Smith, 1834)"
Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Myosorex,,tenuis,,"Thomas and Schwann, 1905",Myosorex  tenuis ,"Myosorex tenuis Thomas and Schwann, 1905"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Naobranchia,,pritchardae,,"Kensley & Grindley, 1973",Naobranchia  pritchardae ,"Naobranchia pritchardae Kensley & Grindley, 1973"
,,,,,Nematogenia,,lacuum,,"(Beddard, 1893)",Nematogenia lacuum ,"Nematogenia lacuum (Beddard, 1893)"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Eudactylinidae,Nemesis,,lamna,,"Risso, 1826",Nemesis  lamna ,"Nemesis lamna Risso, 1826"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Eudactylinidae,Nemesis,,robusta,,"van Beneden, 1851",Nemesis  robusta ,"Nemesis robusta van Beneden, 1851"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Neoalbionella,,etmopteri,,"Yamaguti, 1939",Neoalbionella  etmopteri ,"Neoalbionella etmopteri Yamaguti, 1939"
Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,,dorsovaginatus,,"Amin & Christison, 2005",Neoechinorhynchus  dorsovaginatus ,"Neoechinorhynchus dorsovaginatus Amin & Christison, 2005"
Animalia,Arthropoda,Insecta,Grylloblattodea,Liomopteridae,Neoliomopterum,,picturatum,,"Riek, 1976",Neoliomopterum  picturatum ,"Neoliomopterum picturatum Riek, 1976"
,,,,,Neomacrocoris,,bondelaufa,,"Sites, 2012",Neomacrocoris bondelaufa ,"Neomacrocoris bondelaufa Sites, 2012"
,,,,,Neomacrocoris,,handlirschi,,"(Montandon, 1909)",Neomacrocoris handlirschi ,"Neomacrocoris handlirschi (Montandon, 1909)"
,,,,,Neomacrocoris,,parviceps,,"(Montandon, 1900)",Neomacrocoris parviceps ,"Neomacrocoris parviceps (Montandon, 1900)"
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,,melckorum,,"Roberts, 1919",Neoromicia  melckorum ,"Neoromicia melckorum Roberts, 1919"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,,theisi,theisiella,"(Tullgren, 1910)",Neoscona  theisi theisiella,"Neoscona theisi theisiella  (Tullgren, 1910)"
Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Neoscorpis,,lithophilus,,"(Gilchrist & Thompson, 1908)",Neoscorpis  lithophilus ,"Neoscorpis lithophilus (Gilchrist & Thompson, 1908)"
,,,,,Neotegonotus,,alopebaccae,,"Meyer, 1990",Neotegonotus alopebaccae ,"Neotegonotus alopebaccae Meyer, 1990"
,,,,,Neotegonotus,,pengensis,,"Meyer, 1990",Neotegonotus pengensis ,"Neotegonotus pengensis Meyer, 1990"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Nephila,,komaci,,Kuntner & Coddington 2009,Nephila  komaci ,Nephila komaci Kuntner & Coddington 2009
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Nephilingis,,cruentata,,"(Fabricius, 1775)",Nephilingis  cruentata ,"Nephilingis cruentata  (Fabricius, 1775)"
Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Nerocila,,orbignyi,,(Guérin -Méneville)1832,Nerocila  orbignyi ,Nerocila orbignyi (Guérin -Méneville)1832
,,,,,Neserella,,capreifoliae,,"Meyer & Ueckermann, 1989",Neserella capreifoliae ,"Neserella capreifoliae Meyer & Ueckermann, 1989"
,,,,,Neserella,,decora,,"Meyer & Ueckermann, 1989",Neserella decora ,"Neserella decora Meyer & Ueckermann, 1989"
,,,,,Neserella,,tremae,,"Meyer & Ueckermann, 1989",Neserella tremae ,"Neserella tremae Meyer & Ueckermann, 1989"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Nesozetidae,Nesozetes,,membranus,,"Ermilov, Hugo-Coetzee, Theron, & Behan-Pelletier, 2017",Nesozetes  membranus ,"Nesozetes membranus Ermilov, Hugo-Coetzee, Theron, & Behan-Pelletier, 2017"
Animalia,Arthropoda,Insecta,Diptera,Mydidae,Nothomydas,,gariepinus,,"Hesse, 1969",Nothomydas  gariepinus ,"Nothomydas gariepinus Hesse, 1969"
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nycticeinops,,schlieffeni,,(Peters 1859),Nycticeinops  schlieffeni ,Nycticeinops schlieffeni (Peters 1859)
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,,,,,,,"Nymphalidae Acraea Trimen, 1881"
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,,,,,,,"Nymphalidae Pseudacraea (Butler, 1878b)"
Animalia,Arthropoda,Arachnida,Prostigmata,Tenuipalpidae,Obuloides,,crinitus,,"Maake & Ueckermann, 2018",Obuloides  crinitus ,"Obuloides crinitus Maake & Ueckermann, 2018"
Animalia,Arthropoda,Arachnida,Prostigmata,Tenuipalpidae,Obuloides,,flavae,,"Ueckermann, Theron & Tiedt, 2010",Obuloides  flavae ,"Obuloides flavae Ueckermann, Theron & Tiedt, 2010"
Animalia,Annelida,Clitellata,Haplotaxida,Ocnerodrilidae,Ocnerodrilus,,occidentalis,,"Eisen, 1878",Ocnerodrilus  occidentalis ,"Ocnerodrilus occidentalis Eisen, 1878"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,,cyaneum,,"(Savigny, 1826)",Octolasion  cyaneum ,"Octolasion cyaneum (Savigny, 1826)"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,,lacteum,,"(Örley, 1881)",Octolasion  lacteum ,"Octolasion lacteum (Örley, 1881)"
,,,,,Onychogompus,,supinus,,"Hagen in Selys, 1854",Onychogompus supinus ,"Onychogompus supinus Hagen in Selys, 1854"
Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Oomtelecopon,,disjunctum,,"Bilton, 2015",Oomtelecopon  disjunctum ,"Oomtelecopon disjunctum Bilton, 2015"
Animalia,Chordata,Actinopterygii,Perciformes,Oplegnathidae,Oplegnathus,,conwayi,,"Richardson, 1840",Oplegnathus  conwayi ,"Oplegnathus conwayi Richardson, 1840"
Animalia,Chordata,Actinopterygii,Perciformes,Oplegnathidae,Oplegnathus,,robinsoni,,"Regan, 1916",Oplegnathus  robinsoni ,"Oplegnathus robinsoni Regan, 1916"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Oppiella,,goldengatensis,,"Hugo-Coetzee, 2014",Oppiella  goldengatensis ,"Oppiella goldengatensis Hugo-Coetzee, 2014"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Pandaridae,Orthagoriscicola,,muricatus,,"Kroyer, 1837",Orthagoriscicola  muricatus ,"Orthagoriscicola muricatus Kroyer, 1837"
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,,monardi,,"Schmidt, 1951",Orthetrum  monardi ,"Orthetrum monardi Schmidt, 1951"
Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Otolithes,,ruber,,"Bloch & Schneider, 1801",Otolithes  ruber ,"Otolithes ruber Bloch & Schneider, 1801"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,,karoensis,,"Robers, 1931",Otomys  karoensis ,"Otomys karoensis Robers, 1931"
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Pachyanthidium,,cucullatum,,(Friese),Pachyanthidium  cucullatum ,Pachyanthidium cucullatum (Friese)
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Pachycerina,,nigrivittata,,"Davies & Miller, 2009",Pachycerina  nigrivittata ,"Pachycerina nigrivittata Davies & Miller, 2009"
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Pachycerina,,vaga,,"Adams, 1905",Pachycerina  vaga ,"Pachycerina vaga Adams, 1905"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Parabrachiella,,sublobulata,,"Barnard, 1955",Parabrachiella  sublobulata ,"Parabrachiella sublobulata Barnard, 1955"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Parabrachiella,,supplicans,,"Barnard, 1955",Parabrachiella  supplicans ,"Parabrachiella supplicans Barnard, 1955"
Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Paracaesio,,xanthura,,"Bleeker, 1869",Paracaesio  xanthura ,"Paracaesio xanthura Bleeker, 1869"
Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Paragomphus,,dicksoni,,"Pinhey, 1969",Paragomphus  dicksoni ,"Paragomphus dicksoni Pinhey, 1969"
Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Paragomphus,,sabicus,,"Pinhey, 1950",Paragomphus  sabicus ,"Paragomphus sabicus Pinhey, 1950"
,,,,,Parahyaena,,brunnea,,"Thunberg, 1820",Parahyaena brunnea ,"Parahyaena brunnea Thunberg, 1820"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Paralebion,,elongatus,,"Wilson, 1911",Paralebion  elongatus ,"Paralebion elongatus Wilson, 1911"
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Paralethe,Paralethe,dendrophilus,indosa,"(van Son, 1935)",Paralethe (Paralethe) dendrophilus indosa,"Paralethe (Paralethe) dendrophilus indosa (van Son, 1935)"
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Paralimosina,,australis,,"Papp, 2013",Paralimosina  australis ,"Paralimosina australis Papp, 2013"
