kingdom,phylum,class,order,family,genus,subgenus,species,subspecies,authority,canonical,dwc:scientificName
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,decempilosa,,"Dike, 1989",Atherigona  decempilosa ,"Atherigona decempilosa Dike, 1989"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,erectisetula,,"Muller, 2015",Atherigona  erectisetula ,"Atherigona erectisetula Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,falkei,,"Deeming, 1981",Atherigona  falkei ,"Atherigona falkei Deeming, 1981"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,flavifinis,,"Muller, 2015",Atherigona  flavifinis ,"Atherigona flavifinis Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,flaviheteropalpata,,"Muller, 2015",Atherigona  flaviheteropalpata ,"Atherigona flaviheteropalpata Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,gilvifolia,,"van Emden, 1940",Atherigona  gilvifolia ,"Atherigona gilvifolia van Emden, 1940"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,heteropalpata,,"Muller, 2015",Atherigona  heteropalpata ,"Atherigona heteropalpata Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,humeralis,,"(Wiedemann, 1830)",Atherigona  humeralis ,"Atherigona humeralis (Wiedemann, 1830)"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,hyalinipennis,,"van Emden, 1959",Atherigona  hyalinipennis ,"Atherigona hyalinipennis van Emden, 1959"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,kirkspriggsi,,"Muller, 2015",Atherigona  kirkspriggsi ,"Atherigona kirkspriggsi Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,latibasilaris,,"Muller, 2015",Atherigona  latibasilaris ,"Atherigona latibasilaris Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,libertensis,,"Muller, 2015",Atherigona  libertensis ,"Atherigona libertensis Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,londti,,"Muller, 2015",Atherigona  londti ,"Atherigona londti Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,longifolia,,"van Emden, 1940",Atherigona  longifolia ,"Atherigona longifolia van Emden, 1940"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,matilei,,"Deeming, 1977",Atherigona  matilei ,"Atherigona matilei Deeming, 1977"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,mitrata,,"Séguy, 1955",Atherigona  mitrata ,"Atherigona mitrata Séguy, 1955"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,naqvii,,"Steyskal, 1966",Atherigona  naqvii ,"Atherigona naqvii Steyskal, 1966"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,ndumoensis,,"Muller, 2015",Atherigona  ndumoensis ,"Atherigona ndumoensis Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,nesshurstensis,,"Muller, 2015",Atherigona  nesshurstensis ,"Atherigona nesshurstensis Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,nigrapicalis,,"Deeming, 1979",Atherigona  nigrapicalis ,"Atherigona nigrapicalis Deeming, 1979"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,oblonga,,"Muller, 2015",Atherigona  oblonga ,"Atherigona oblonga Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,occidentalis,,"Deeming, 1971",Atherigona  occidentalis ,"Atherigona occidentalis Deeming, 1971"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,ochracea,,"Deeming, 1981",Atherigona  ochracea ,"Atherigona ochracea Deeming, 1981"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,parviclivis,,"Muller, 2015",Atherigona  parviclivis ,"Atherigona parviclivis Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,parvihumilata,,"Muller, 2015",Atherigona  parvihumilata ,"Atherigona parvihumilata Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,perfida,,"Stein, 1913",Atherigona  perfida ,"Atherigona perfida Stein, 1913"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,piscatoris,,"Muller, 2015",Atherigona  piscatoris ,"Atherigona piscatoris Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,rimapicis,,"Muller, 2015",Atherigona  rimapicis ,"Atherigona rimapicis Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,rubricornis,,"Stein, 1913",Atherigona  rubricornis ,"Atherigona rubricornis Stein, 1913"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,ruficornis,,"Stein, 1913",Atherigona  ruficornis ,"Atherigona ruficornis Stein, 1913"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,secrecauda,,"Séguy, 1938",Atherigona  secrecauda ,"Atherigona secrecauda Séguy, 1938"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,soccata,,"Rondani, 1871",Atherigona  soccata ,"Atherigona soccata Rondani, 1871"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,steeleae,,"van Emden, 1940",Atherigona  steeleae ,"Atherigona steeleae van Emden, 1940"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,stuckenbergi,,"Muller, 2015",Atherigona  stuckenbergi ,"Atherigona stuckenbergi Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,tetrastigma,,"Paterson, 1956",Atherigona  tetrastigma ,"Atherigona tetrastigma Paterson, 1956"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,theodori,,"Hennig, 1963",Atherigona  theodori ,"Atherigona theodori Hennig, 1963"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,tigris,,"Muller, 2015",Atherigona  tigris ,"Atherigona tigris Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,trapezia,,"van Emden, 1940",Atherigona  trapezia ,"Atherigona trapezia van Emden, 1940"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,tritici,,"Pont & Deeming, 2001",Atherigona  tritici ,"Atherigona tritici Pont & Deeming, 2001"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,umbonata,,"Muller, 2015",Atherigona  umbonata ,"Atherigona umbonata Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,univittata,,"Deeming & Overman, 1987",Atherigona  univittata ,"Atherigona univittata Deeming & Overman, 1987"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,valida,,"(Adams, 1905)",Atherigona  valida ,"Atherigona valida (Adams, 1905)"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,vernoni,,"Muller, 2015",Atherigona  vernoni ,"Atherigona vernoni Muller, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Atherigona,,zulu,,"Muller, 2015",Atherigona  zulu ,"Atherigona zulu Muller, 2015"
Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Atractoscion,,aequidens,,"Cuvier, 1830",Atractoscion  aequidens ,"Atractoscion aequidens Cuvier, 1830"
,,,,,Baileyna,,ehretiae,,"Ueckermann, 1992",Baileyna ehretiae ,"Baileyna ehretiae Ueckermann, 1992"
Animalia,Arthropoda,Arachnida,Prostigmata,Bdellidae,Bdella,,consobrinae,,"Van der Schyff, Theron & Ueckermann, 2005",Bdella  consobrinae ,"Bdella consobrinae Van der Schyff, Theron & Ueckermann, 2005"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Belippo,,meridionalis,,"Wesolowska & Haddad, 2013",Belippo  meridionalis ,"Belippo meridionalis Wesolowska & Haddad, 2013"
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Boopsoidea,,inornata,,"Castelnau, 1861",Boopsoidea  inornata ,"Boopsoidea inornata Castelnau, 1861"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Brachioppia,,louwi,,"Hugo-Coetzee, 2014",Brachioppia  louwi ,"Brachioppia louwi Hugo-Coetzee, 2014"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Brachioppiella,,dawidi,,"Hugo-Coetzee, 2014",Brachioppiella  dawidi ,"Brachioppiella dawidi Hugo-Coetzee, 2014"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Brachioppiella,,goblina,,"Hugo-Coetzee, 2014",Brachioppiella  goblina ,"Brachioppiella goblina Hugo-Coetzee, 2014"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Brachioppiella,,martinezi,,"Hugo-Coetzee, 2017",Brachioppiella  martinezi ,"Brachioppiella martinezi Hugo-Coetzee, 2017"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Brachioppiella,,ricknuttalli,,"Hugo-Coetzee, 2017",Brachioppiella  ricknuttalli ,"Brachioppiella ricknuttalli Hugo-Coetzee, 2017"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,carrutheris,,"Channing, 2012",Breviceps  carrutheris ,"Breviceps carrutheris Channing, 2012"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,passmorei,,"Minter, Netherlands & Du Preez, 2017",Breviceps  passmorei ,"Breviceps passmorei Minter, Netherlands & Du Preez, 2017"
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,poweri,,"Parker, 1934",Breviceps  poweri ,"Breviceps poweri Parker, 1934"
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Brianmyia,,stuckenbergi,,"Woodley, 2012",Brianmyia stuckenbergi ,"Brianmyia stuckenbergi Woodley, 2012"
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Cacosternum,,aggestum,,"Channing, Schmitz, Burger, and Kielgast, 2013",Cacosternum  aggestum ,"Cacosternum aggestum  Channing, Schmitz, Burger, and Kielgast, 2013"
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Cacosternum,,parvum,,"Poynton, 1963",Cacosternum  parvum ,"Cacosternum parvum Poynton, 1963"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cacyreus,,fracta,fracta,"(Grünberg, 1912)",Cacyreus  fracta fracta,"Cacyreus fracta fracta (Grünberg, 1912)"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,austrafricanum,,"Vannozzi, Pizzini & Raines, 2015",Caecum  austrafricanum ,"Caecum austrafricanum Vannozzi, Pizzini & Raines, 2015"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,chinense,,"de Folin, 1868",Caecum  chinense ,"Caecum chinense de Folin, 1868"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,incisum,,"Vannozzi, Pizzini & Raines, 2015",Caecum  incisum ,"Caecum incisum Vannozzi, Pizzini & Raines, 2015"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,inhacaense,,"Albano & Pizzini, 2011",Caecum  inhacaense ,"Caecum inhacaense Albano & Pizzini, 2011"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,intortum,,"Vannozzi, Pizzini & Raines, 2015",Caecum  intortum ,"Caecum intortum Vannozzi, Pizzini & Raines, 2015"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,knysnaense,,"Vannozzi, Pizzini & Raines, 2015",Caecum  knysnaense ,"Caecum knysnaense Vannozzi, Pizzini & Raines, 2015"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,leilae,,"Vannozzi, Pizzini & Raines, 2015",Caecum  leilae ,"Caecum leilae Vannozzi, Pizzini & Raines, 2015"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,lindae,,"Vannozzi, Pizzini & Raines, 2015",Caecum  lindae ,"Caecum lindae Vannozzi, Pizzini & Raines, 2015"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,maraisi,,"Vannozzi, Pizzini & Raines, 2015",Caecum  maraisi ,"Caecum maraisi Vannozzi, Pizzini & Raines, 2015"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,morgan,,"Vannozzi, Pizzini & Raines, 2015",Caecum  morgan ,"Caecum morgan Vannozzi, Pizzini & Raines, 2015"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,neocaledonicum,,"de Folin, 1868",Caecum  neocaledonicum ,"Caecum neocaledonicum de Folin, 1868"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,sepimentum,,"de Folin, 1868",Caecum  sepimentum ,"Caecum sepimentum de Folin, 1868"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,subquadratum,,"Carpenter, 1859",Caecum  subquadratum ,"Caecum subquadratum Carpenter, 1859"
Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,succineum,,"de Folin, 1880",Caecum  succineum ,"Caecum succineum de Folin, 1880"
Animalia,Mollusca,Polyplacophora,Chitonida,Callistoplacidae,Callistochiton,,ashbyi,,"(Barnard, 1963)",Callistochiton  ashbyi ,"Callistochiton ashbyi (Barnard, 1963)"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Capensibufo,,deceptus,,"Channing et al., 2017",Capensibufo  deceptus ,"Capensibufo deceptus Channing et al., 2017"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Capensibufo,,magistratus,,"Channing et al., 2017",Capensibufo  magistratus ,"Capensibufo magistratus Channing et al., 2017"
Animalia,Chordata,Amphibia,Anura,Bufonidae,Capensibufo,,selenophos,,"Channing et al., 2017",Capensibufo  selenophos ,"Capensibufo selenophos Channing et al., 2017"
Animalia,Mollusca,Gastropoda,Stylommatophora,Rhytididae,Capitina,,calcicola,,"Herbert & Moussalli, 2010",Capitina  calcicola ,"Capitina calcicola Herbert & Moussalli, 2010"
Animalia,Mollusca,Gastropoda,Stylommatophora,Rhytididae,Capitina,,schaerfiae,,"(Pfeiffer, 1861)",Capitina  schaerfiae ,"Capitina schaerfiae (Pfeiffer, 1861)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Capys,,penningtoni,,"Riley, 1932a",Capys  penningtoni ,"Capys penningtoni Riley, 1932a"
Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,,heberi,,"Bennett, 1830",Caranx  heberi ,"Caranx heberi Bennett, 1830"
Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,,ignobilis,,"Forsskål, 1775",Caranx  ignobilis ,"Caranx ignobilis Forsskål, 1775"
Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,,papuensis,,"Alleyne & Macleay, 1877",Caranx  papuensis ,"Caranx papuensis Alleyne & Macleay, 1877"
Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,,sexfasciatus,,"Quoy & Gaimard, 1825",Caranx  sexfasciatus ,"Caranx sexfasciatus Quoy & Gaimard, 1825"
Animalia,Arthropoda,Arachnida,,Eriophyidae,Cecidodectes,,euzonus,,"Nalepa, 1917",Cecidodectes euzonus ,"Cecidodectes euzonus Nalepa, 1917"
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,,commersonii,,"(Lacépède, 1804)",Cephalorhynchus  commersonii ,"Cephalorhynchus commersonii (Lacépède, 1804)"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Austrachipteriidae,Ceratobates,,monosacculatus,,"Ermilov, Hugo-Coetzee & Khaustov, 2017",Ceratobates  monosacculatus ,"Ceratobates monosacculatus Ermilov,  Hugo-Coetzee & Khaustov, 2017"
Animalia,Myxozoa,Myxosporea,Bivalvulida,Ceratomyxidae,Ceratomyxa,,cottoidii,,"Reed, Basson, Van As & Dykova, 2007",Ceratomyxa  cottoidii ,"Ceratomyxa cottoidii Reed, Basson, Van As & Dykova, 2007"
Animalia,Myxozoa,Myxosporea,Bivalvulida,Ceratomyxidae,Ceratomyxa,,dehoopi,,"Reed, Basson, Van As & Dykova, 2007",Ceratomyxa  dehoopi ,"Ceratomyxa dehoopi Reed, Basson, Van As & Dykova, 2007"
Animalia,Myxozoa,Myxosporea,Bivalvulida,Ceratomyxidae,Ceratomyxa,,honckenii,,"Reed, Basson, Van As & Dykova, 2007",Ceratomyxa  honckenii ,"Ceratomyxa honckenii Reed, Basson, Van As & Dykova, 2007"
Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Ceratothoa,,famosa,,"Hadfield, Bruce & Smit, 2014",Ceratothoa  famosa ,"Ceratothoa famosa Hadfield, Bruce & Smit, 2014"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Pandaridae,Cercrops,,latreillii,,"Leach, 1816",Cercrops latreillii ,"Cercrops latreillii Leach, 1816"
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Charaxes,Eriboea,jahlusa,jahlusa,"Trimen, R. 1862c",Charaxes (Eriboea) jahlusa jahlusa,"Charaxes (Eriboea) jahlusa jahlusa Trimen, R. 1862c"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Charopinus,,dalmanni,,"Retzius, 1829",Charopinus  dalmanni ,"Charopinus dalmanni Retzius, 1829"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Charopinus,,dubius,,"Scott T., 1901",Charopinus  dubius ,"Charopinus dubius Scott T., 1901"
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cheilobarbus,,capensis,,"(Smith, 1841)",Cheilobarbus capensis ,"Cheilobarbus capensis (Smith, 1841)"
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cheilobarbus,,serra,,"(Peters, 1864)",Cheilobarbus serra ,"Cheilobarbus serra (Peters, 1864)"
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Cheimerius,,nufar,,"Valenciennes, 1830",Cheimerius  nufar ,"Cheimerius nufar Valenciennes, 1830"
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,,capensis,,"Cuvier, 1829",Chelidonichthys  capensis ,"Chelidonichthys capensis Cuvier, 1829"
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,,kumu,,"Cuvier, 1829",Chelidonichthys  kumu ,"Chelidonichthys kumu Cuvier, 1829"
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,,queketti,,"Regan, 1904",Chelidonichthys  queketti ,"Chelidonichthys queketti Regan, 1904"
Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Chirodactylus,,grandis,,"Günther, 1860",Chirodactylus  grandis ,"Chirodactylus grandis Günther, 1860"
Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Chirodactylus,,jessicalenorum,,"Smith, 1980",Chirodactylus  jessicalenorum ,"Chirodactylus jessicalenorum Smith, 1980"
Animalia,Arthropoda,Insecta,Odonata,Synlestidae,Chlorolestes,,nylephtha,,"Barnard, 1937",Chlorolestes  nylephtha ,"Chlorolestes nylephtha Barnard, 1937"
Animalia,Arthropoda,Insecta,Odonata,Synlestidae,Chlorolestes,,peringueyi,,"Ris , 1921",Chlorolestes  peringueyi ,"Chlorolestes peringueyi Ris , 1921"
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysoblephus,,anglicus,,"Gilchrist & Thompson, 1908",Chrysoblephus  anglicus ,"Chrysoblephus anglicus Gilchrist & Thompson, 1908"
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysoblephus,,cristiceps,,"Valenciennes, 1830",Chrysoblephus  cristiceps ,"Chrysoblephus cristiceps Valenciennes, 1830"
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysoblephus,,gibbiceps,,"Valenciennes, 1830",Chrysoblephus  gibbiceps ,"Chrysoblephus gibbiceps Valenciennes, 1830"
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysoblephus,,laticeps,,"Valenciennes, 1830",Chrysoblephus  laticeps ,"Chrysoblephus laticeps Valenciennes, 1830"
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysoblephus,,lophus,,"Fowler, 1925",Chrysoblephus  lophus ,"Chrysoblephus lophus Fowler, 1925"
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysoblephus,,puniceus,,"Gilchrist & Thompson, 1908",Chrysoblephus  puniceus ,"Chrysoblephus puniceus Gilchrist & Thompson, 1908"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Chrysoritis,,braueri,,"(Pennington, 1967)",Chrysoritis  braueri ,"Chrysoritis braueri (Pennington, 1967)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Chrysoritis,,dicksoni,,"(Gabriel, 1947)",Chrysoritis  dicksoni ,"Chrysoritis dicksoni (Gabriel, 1947)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Chrysoritis,,penningtoni,,"(Riley, 1938)",Chrysoritis  penningtoni ,"Chrysoritis penningtoni (Riley, 1938)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Chrysoritis,,rileyi,,"(Dickson, 1966e)",Chrysoritis  rileyi ,"Chrysoritis rileyi (Dickson, 1966e)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Chrysoritis,,trimeni,,"(Riley, 1938)",Chrysoritis  trimeni ,"Chrysoritis trimeni (Riley, 1938)"
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cigaritis,,namaquus,,"(Trimen, 1874).",Cigaritis  namaquus ,"Cigaritis namaquus (Trimen, 1874)."
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cigaritis,,natalensis,,"(Westwood, [1851–2])",Cigaritis  natalensis ,"Cigaritis natalensis (Westwood, [1851–2])"
Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,,robusta,,"Hoshino & Tokioka, 1967",Ciona  robusta ,"Ciona robusta Hoshino & Tokioka, 1967"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Cladomelea,,longipes,,"(O. Pickard-Cambridge, 1877)",Cladomelea  longipes ,"Cladomelea longipes (O. Pickard-Cambridge, 1877)"
Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Clathromorphum,,tubiforme,,"Y.M.Chamberlain, R.E.Norris, Keats & Maneveldt, 1995",Clathromorphum  tubiforme ,"Clathromorphum tubiforme Y.M.Chamberlain, R.E.Norris, Keats & Maneveldt, 1995"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavella,,denticis,,"Kroyer, 1863",Clavella  denticis ,"Clavella denticis Kroyer, 1863"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavellisa,,scombri,,"Kurz, 1877",Clavellisa  scombri ,"Clavellisa scombri Kurz, 1877"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavellopsis,,appendiculata,,"Kirtisinghe, 1950",Clavellopsis  appendiculata ,"Clavellopsis appendiculata Kirtisinghe, 1950"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavellopsis,,hostilis,,"Heller, 1865",Clavellopsis  hostilis ,"Clavellopsis hostilis Heller, 1865"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavellotis,,dilatata,,"Kroyer, 1863",Clavellotis  dilatata ,"Clavellotis dilatata Kroyer, 1863"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavellotis,,fallax,,"Heller, 1865",Clavellotis  fallax ,"Clavellotis fallax Heller, 1865"
Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Clinus,,musaicus,,"Holleman, von der Heyden & Zsilavecz, 2012",Clinus  musaicus ,"Clinus musaicus Holleman, von der Heyden & Zsilavecz, 2012"
Animalia,Mollusca,Gastropoda,Seguenziida,Chilodontaidae,Clypeostoma,,salpinx,,"(Barnard, 1964)",Clypeostoma  salpinx ,"Clypeostoma salpinx (Barnard, 1964)"
Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Coelometopon,,glenavoni,,"Bilton, 2015",Coelometopon  glenavoni ,"Coelometopon glenavoni Bilton, 2015"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Coenosia,,macrotriseta,,"Muller & Miller, 2013",Coenosia  macrotriseta ,"Coenosia macrotriseta Muller & Miller, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Colaxes,,benjamini,,"Wesolowska & Haddad, 2013",Colaxes  benjamini ,"Colaxes benjamini Wesolowska & Haddad, 2013"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Colomerus,,antidesmae,,"Meyer & Ueckermann, 1990",Colomerus  antidesmae ,"Colomerus antidesmae Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Colomerus,,mansus,,"Meyer & Ueckermann, 1990",Colomerus  mansus ,"Colomerus mansus Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Colomerus,,mespiliformae,,"Meyer & Ueckermann, 1990",Colomerus  mespiliformae ,"Colomerus mespiliformae Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Colomerus,,tinneae,,"Meyer & Ueckermann, 1990",Colomerus  tinneae ,"Colomerus tinneae Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Colomerus,,tricaseri,,"Meyer & Ueckermann, 1990",Colomerus  tricaseri ,"Colomerus tricaseri Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Colomerus,,vitexi,,"Meyer & Ueckermann, 1990",Colomerus  vitexi ,"Colomerus vitexi Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Colomerus,,volkensiae,,"Meyer & Ueckermann, 1990",Colomerus  volkensiae ,"Colomerus volkensiae Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Congomochtherus,,acuminatus,,"Oldroyd, 1974",Congomochtherus  acuminatus ,"Congomochtherus acuminatus Oldroyd, 1974"
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,,gnou,,"Zimmermann, E. A W, von 1780",Connochaetes  gnou ,"Connochaetes gnou Zimmermann, E. A W, von 1780"
Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Copa,,kei,,"Haddad, 2013",Copa  kei ,"Copa kei Haddad, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Copuetta,,erecta,,"Haddad, 2013",Copuetta  erecta ,"Copuetta erecta Haddad, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Copuetta,,lacustris,,"(Strand, 1916)",Copuetta  lacustris ,"Copuetta lacustris (Strand, 1916)"
